,timestamp,rain,temperature,oil_price,subtotal,transaction_count
265,2023-02-06 14:00:00,0.0,9.4,80.99,813.80,26
266,2023-02-06 15:00:00,0.0,8.9,80.99,1365.29,23
267,2023-02-06 16:00:00,0.0,9.2,80.99,858.55,19
268,2023-02-06 17:00:00,0.0,8.3,80.99,111,3
269,2023-02-06 18:00:00,0.0,7.4,80.99,115.6,4
270,2023-02-07 10:00:00,0.0,8.3,83.69,334.65,7
271,2023-02-07 11:00:00,0.0,9.1,83.69,435.03,12
272,2023-02-07 12:00:00,0.0,9.6,83.69,1413.45,30
273,2023-02-07 13:00:00,0.0,9.4,83.69,1652.23,28
274,2023-02-07 14:00:00,0.0,9.3,83.69,1081.21,21
275,2023-02-07 15:00:00,0.0,9.2,83.69,585.5,8
276,2023-02-07 16:00:00,0.0,9.4,83.69,406.07,17
277,2023-02-07 17:00:00,0.0,8.9,83.69,769,13
278,2023-02-07 18:00:00,0.0,7.0,83.69,0,0
279,2023-02-08 10:00:00,0.0,6.9,85.09,272.15,7
280,2023-02-08 11:00:00,0.0,7.6,85.09,819.07,17
281,2023-02-08 12:00:00,0.0,8.7,85.09,1406.80,31
282,2023-02-08 13:00:00,0.0,9.0,85.09,1324.73,39
283,2023-02-08 14:00:00,0.0,8.7,85.09,2296.20,31
284,2023-02-08 15:00:00,0.0,8.7,85.09,610.87,12
285,2023-02-08 16:00:00,0.0,8.3,85.09,703.14,20
286,2023-02-08 17:00:00,0.0,8.0,85.09,717.73,19
287,2023-02-08 18:00:00,0.0,7.4,85.09,172.47,3
288,2023-02-09 10:00:00,0.0,4.7,84.5,557.0,9
289,2023-02-09 11:00:00,0.0,5.6,84.5,896.26,25
290,2023-02-09 12:00:00,0.0,6.8,84.5,1463.58,36
291,2023-02-09 13:00:00,0.0,7.3,84.5,840.64,32
292,2023-02-09 14:00:00,0.0,8.0,84.5,1018.72,21
293,2023-02-09 15:00:00,0.0,8.0,84.5,2190.81,39
294,2023-02-09 16:00:00,0.0,7.3,84.5,719.03,20
295,2023-02-09 17:00:00,0.0,7.0,84.5,1044.96,26
296,2023-02-09 18:00:00,0.0,6.6,84.5,156.26,2
297,2023-02-10 10:00:00,0.0,8.9,86.39,528.40,17
298,2023-02-10 11:00:00,0.0,9.3,86.39,1216.03,31
299,2023-02-10 12:00:00,0.0,10.2,86.39,1368.32,38
300,2023-02-10 13:00:00,0.0,10.6,86.39,1519.28,32
301,2023-02-10 14:00:00,0.0,11.3,86.39,1674.40,32
302,2023-02-10 15:00:00,0.0,11.4,86.39,1793.62,47
303,2023-02-10 16:00:00,0.0,11.1,86.39,1665.36,35
304,2023-02-10 17:00:00,0.0,10.8,86.39,1640.16,32
305,2023-02-10 18:00:00,0.0,10.3,86.39,128.95,4
306,2023-02-11 10:00:00,0.0,8.5,86.61,701.40,15
307,2023-02-11 11:00:00,0.0,9.2,86.61,2352.48,53
308,2023-02-11 12:00:00,0.0,9.9,86.61,2292.79,35
309,2023-02-11 13:00:00,0.0,9.9,86.61,2379.09,38
310,2023-02-11 14:00:00,0.0,10.0,86.61,2094.39,46
311,2023-02-11 15:00:00,0.0,10.4,86.61,2431.05,48
312,2023-02-11 16:00:00,0.0,9.9,86.61,1424.52,32
313,2023-02-11 17:00:00,0.0,9.3,86.61,662.92,14
314,2023-02-11 18:00:00,0.0,8.9,86.61,0,0
315,2023-02-12 10:00:00,0.0,8.6,86.61,0,0
