timestamp,temperature,rain
2023-02-08 11:00:00,7.6,0.0
2023-02-08 12:00:00,8.7,0.0
2023-02-08 13:00:00,9.0,0.0
2023-02-08 14:00:00,8.7,0.0
2023-02-08 15:00:00,8.7,0.0
2023-02-08 16:00:00,8.3,0.0
2023-02-08 17:00:00,8.0,0.0
2023-02-08 18:00:00,7.4,0.0
2023-02-09 10:00:00,4.7,0.0
2023-02-09 11:00:00,5.6,0.0
2023-02-09 12:00:00,6.8,0.0
2023-02-09 13:00:00,7.3,0.0
2023-02-09 14:00:00,8.0,0.0
2023-02-09 15:00:00,8.0,0.0
2023-02-09 16:00:00,7.3,0.0
2023-02-09 17:00:00,7.0,0.0
2023-02-09 18:00:00,6.6,0.0
2023-02-10 10:00:00,8.9,0.0
2023-02-10 11:00:00,9.3,0.0
2023-02-10 12:00:00,10.2,0.0
2023-02-10 13:00:00,10.6,0.0
2023-02-10 14:00:00,11.3,0.0
2023-02-10 15:00:00,11.4,0.0
2023-02-10 16:00:00,11.1,0.0
2023-02-10 17:00:00,10.8,0.0
2023-02-10 18:00:00,10.3,0.0
2023-02-11 10:00:00,8.5,0.0
2023-02-11 11:00:00,9.2,0.0
2023-02-11 12:00:00,9.9,0.0
2023-02-11 13:00:00,9.9,0.0
2023-02-11 14:00:00,10.0,0.0
2023-02-11 15:00:00,10.4,0.0
2023-02-11 16:00:00,9.9,0.0
2023-02-11 17:00:00,9.3,0.0
2023-02-11 18:00:00,8.9,0.0
2023-02-12 10:00:00,8.6,0.0
2023-02-12 11:00:00,8.9,0.0
2023-02-12 12:00:00,9.2,0.0
2023-02-12 13:00:00,9.3,0.0
2023-02-12 14:00:00,10.2,0.0
2023-02-12 15:00:00,9.9,0.0
2023-02-12 16:00:00,9.1,0.0
2023-02-12 17:00:00,8.3,0.0
2023-02-12 18:00:00,7.5,0.0
2023-02-13 10:00:00,7.8,0.0
2023-02-13 11:00:00,8.2,0.0
2023-02-13 12:00:00,10.0,0.0
2023-02-13 13:00:00,10.3,0.0
2023-02-13 14:00:00,10.6,0.0
2023-02-13 15:00:00,10.6,0.0
2023-02-13 16:00:00,10.4,0.0
2023-02-13 17:00:00,8.9,0.0
2023-02-13 18:00:00,7.0,0.0
2023-02-14 10:00:00,10.2,0.0
2023-02-14 11:00:00,12.1,0.0
2023-02-14 12:00:00,11.9,0.0
2023-02-14 13:00:00,11.9,0.0
2023-02-14 14:00:00,13.8,0.0
2023-02-14 15:00:00,13.8,0.0
2023-02-14 16:00:00,13.1,0.0
2023-02-14 17:00:00,12.4,0.0
2023-02-14 18:00:00,10.6,0.0
2023-02-15 10:00:00,7.5,0.0
2023-02-15 11:00:00,8.4,0.0
2023-02-15 12:00:00,8.6,0.0
2023-02-15 13:00:00,8.8,0.0
2023-02-15 14:00:00,9.3,0.0
2023-02-15 15:00:00,9.7,0.0
2023-02-15 16:00:00,9.5,0.0
2023-02-15 17:00:00,9.1,0.0
2023-02-15 18:00:00,9.0,0.0
2023-02-16 10:00:00,8.6,0.0
2023-02-16 11:00:00,8.0,0.0
2023-02-16 12:00:00,9.2,0.0
2023-02-16 13:00:00,10.4,0.0
2023-02-16 14:00:00,10.6,0.0
2023-02-16 15:00:00,11.1,0.0
2023-02-16 16:00:00,11.8,0.0
2023-02-16 17:00:00,12.2,0.0
2023-02-16 18:00:00,12.5,0.0
2023-02-17 10:00:00,10.2,0.0
2023-02-17 11:00:00,9.8,0.1
2023-02-17 12:00:00,9.8,0.0
2023-02-17 13:00:00,11.0,0.0
2023-02-17 14:00:00,12.1,0.0
2023-02-17 15:00:00,12.3,0.0
2023-02-17 16:00:00,12.0,0.0
2023-02-17 17:00:00,11.8,0.0
2023-02-17 18:00:00,10.7,0.0
2023-02-18 10:00:00,10.2,0.0
2023-02-18 11:00:00,9.9,0.0
2023-02-18 12:00:00,10.5,0.0
2023-02-18 13:00:00,11.0,0.0
2023-02-18 14:00:00,10.9,0.0
2023-02-18 15:00:00,11.1,0.0
2023-02-18 16:00:00,11.2,0.0
2023-02-18 17:00:00,10.3,0.0
2023-02-18 18:00:00,9.8,0.0
2023-02-19 10:00:00,8.2,0.0
2023-02-19 11:00:00,8.8,0.0
2023-02-19 12:00:00,9.6,0.0
2023-02-19 13:00:00,10.6,0.0
2023-02-19 14:00:00,10.6,0.0
2023-02-19 15:00:00,11.5,0.0
2023-02-19 16:00:00,11.7,0.0
2023-02-19 17:00:00,11.4,0.0
2023-02-19 18:00:00,11.8,0.0
2023-02-20 10:00:00,11.2,0.0
2023-02-20 11:00:00,11.8,0.0
2023-02-20 12:00:00,11.9,0.0
2023-02-20 13:00:00,12.0,0.0
2023-02-20 14:00:00,12.2,0.0
2023-02-20 15:00:00,12.5,0.0
